product_id,Sku_name,Total_sales,price,Total_comment_count,Product_score
5.75258E+11,Hugo Boss【BOSS】男士商务休闲皮革运动鞋50386945 ,2,3400,2,5
5.77437E+11,Hugo Boss【BOSS】男士商务休闲V字领短袖T恤50387721 ,16,1000,4,5
5.74739E+11,Hugo Boss【Hugo】男士弹力棉轻薄运动夹克衫50394836 ,2,2590,0,无数据
5.64933E+11,Hugo Boss【BOSS】男士运动休闲短袖polo衫50383818 ,23,550,5,4.8
5.81669E+11,Hugo Boss【BOSS】女士舒适休闲长袖针织衫50399174 ,1,1900,0,无数据
5.82092E+11,Hugo Boss【BOSS】男士运动休闲修身版棉质短袖T恤50399408 ,1,1000,0,无数据
5.82082E+11,Hugo Boss【BOSS】男士商务休闲双色蜂巢棉短袖polo衫50398011 ,0,1200,0,无数据
5.81514E+11,Hugo Boss【BOSS】男士舒适休闲针织衫50398753 ,1,2800,0,无数据
5.78841E+11,HUGO BOSS 男士商务休闲常规短袖polo衫 50303542 ,0,1000,2,5
5.79826E+11,Hugo Boss【BOSS】男士商务休闲两双装短袜50388443 ,43,150,3,5
5.71103E+11,Hugo Boss【BOSS】男士运动休闲条纹丝光棉polo衫50389519 ,12,720,0,无数据
5.74922E+11,Hugo Boss【Hugo】男士衬衫50391688 ,9,840,1,5
5.82228E+11,Hugo Boss【BOSS】男士商务休闲桑蚕丝领结围巾套装50401747 ,0,2200,0,无数据
5.82452E+11,Hugo Boss【BOSS】男士商务休闲波点领带50407397 ,2,770,0,无数据
5.81321E+11,Hugo Boss【BOSS】男士商务休闲兔子印花皮革双肩包50403365 ,0,6100,1,5
5.8076E+11,Hugo Boss【BOSS】男士商务休闲正装羊毛西裤50400422 ,1,2000,0,无数据
5.74355E+11,Hugo Boss【BOSS】女士舒适休闲衬衫式连衣裙50392254 ,3,1400,1,5
5.81723E+11,Hugo Boss【Hugo】男士T恤50402165 ,1,900,0,无数据
5.71343E+11,Hugo Boss【BOSS】男士商务休闲间色条纹T恤50388661 ,3,600,2,5
5.76884E+11,Hugo Boss【BOSS】男士运动休闲针织衫毛衣50391509 ,9,2200,2,4.5
5.81383E+11,Hugo Boss【BOSS】男士商务休闲衬衫50394322 ,2,1080,1,5
5.75591E+11,Hugo Boss【BOSS】男士商务休闲斜纹棉布长裤50394794 ,14,2300,4,5
5.83284E+11,Hugo Boss【BOSS】男士商务休闲修身版羊毛西服套装50405065 ,0,7200,0,无数据
5.74824E+11,Hugo Boss【Hugo】男士印花短袖T恤50395402 ,13,462,4,4.7
5.73381E+11,Hugo Boss【BOSS】男士商务休闲手链50397400 ,1,840,0,无数据
5.79318E+11,Hugo Boss【BOSS】男士休闲两条装短裤50388963 ,4,450,0,无数据
5.81835E+11,Hugo Boss【BOSS】男士舒适休闲polo衫50398198 ,0,1100,0,无数据
5.72398E+11,Hugo Boss【BOSS】男士舒适休闲Polo衫50389219 ,17,600,3,5
5.81642E+11,Hugo Boss【BOSS】女士商务休闲A字迷你半身裙50396721 ,1,1680,1,5
5.75296E+11,Hugo Boss【BOSS】男士商务休闲白色衬衫50395134 ,9,880,2,5
5.71057E+11,Hugo Boss【Hugo】男士桑蚕丝提花图案式领带50389867 ,7,560,2,5
5.77048E+11,Hugo Boss【BOSS】男士商务休闲单肩斜跨手提包50397282 ,0,4000,0,无数据
5.76915E+11,Hugo Boss【BOSS】男士商务休闲配两枚压花式腰带50397960 ,4,1450,3,5
5.74381E+11,Hugo Boss【BOSS】男士商务休闲斜纹棉布休闲裤50385095 ,9,1650,2,5
5.74809E+11,Hugo Boss【BOSS】男士商务休闲常规版印花棉质长袖衬衫50395287 ,1,880,0,无数据
5.77077E+11,Hugo Boss【BOSS】女士商务休闲喇叭袖针织衫毛衣50392459 ,5,1200,0,无数据
5.6928E+11,Hugo Boss【BOSS】男士商务休闲印花皮革钱包50390179 ,3,990,1,5
5.81708E+11,Hugo Boss【BOSS】男士舒适休闲polo衫50398181 ,0,1000,0,无数据
5.82253E+11,Hugo Boss【BOSS】男士商务休闲针扣腰带50402807 ,0,3400,0,无数据
5.74424E+11,Hugo Boss【BOSS】男士舒适休闲弹力斜纹布长裤50392972 ,3,1015,0,无数据
5.56958E+11,Hugo Boss【BOSS】运动休闲男士短袖polo衫50326299100 ,104,1100,23,4.8
5.8153E+11,Hugo Boss【BOSS】男士商务休闲腰带50402808 ,1,1650,1,5
5.75378E+11,Hugo Boss【BOSS】男士商务休闲拉链款针织衫50373629 ,12,1900,2,5
5.81991E+11,Hugo Boss【BOSS】男士商务休闲牛仔裤50399690 ,0,1550,0,无数据
5.69603E+11,Hugo Boss【BOSS】男士商务休闲色块游泳短裤50390215 ,22,770,6,4.8
5.753E+11,Hugo Boss【BOSS】男士舒适休闲印花短袖T恤50393774 ,12,462,4,5
5.82248E+11,Hugo Boss【BOSS】男士运动休闲针织长裤50399858 ,0,1550,0,无数据
5.76637E+11,Hugo Boss【BOSS】男士商务休闲中蓝色牛仔长裤50394651 ,16,1155,7,5
5.81905E+11,Hugo Boss【Hugo】男士长裤50401158 ,0,1550,0,无数据
5.72767E+11,Hugo Boss【BOSS】男士运动休闲斜纹棉布休闲裤50383744 ,9,1240,4,5
5.46653E+11,Hugo Boss【BOSS】男士商务休闲针扣腰带50315554 ,20,1450,6,5
5.74525E+11,Hugo Boss【BOSS】男士商务休闲polo衫50394127 ,1,2080,0,无数据
5.66328E+11,Hugo Boss【BOSS】男士商务休闲系带皮鞋50387171 ,7,3900,1,5
5.64925E+11,Hugo Boss【BOSS】男士商务休闲弹力舒适牛仔裤50384752 ,11,775,4,5
5.69695E+11,Hugo Boss【BOSS】男士舒适休闲牛仔短裤50389606 ,15,720,8,5
5.58957E+11,Hugo Boss【BOSS】男士西装长裤50251638 ,203,2000,61,4.8
5.83174E+11,Hugo Boss【BOSS】男士商务休闲领带50406920 ,0,770,0,无数据
5.69461E+11,Hugo Boss【BOSS】男士运动休闲素色polo衫50387932 ,79,1100,23,4.9
5.7628E+11,Hugo Boss【BOSS】男士运动休闲海军蓝混纺长裤50398236 ,1,1240,1,5
5.81323E+11,Hugo Boss【BOSS】女士舒适休闲羽绒服50395947 ,2,2380,1,5
5.76878E+11,Hugo Boss【BOSS】男士舒适休闲衬衫50392305 ,6,945,2,4.5
5.82228E+11,Hugo Boss【Hugo】男士牛仔裤50402038 ,0,1650,0,无数据
5.82509E+11,Hugo Boss【BOSS】男士商务休闲弹力短裤50333742 ,2,810,1,5
5.81853E+11,Hugo Boss【Hugo】男士双肩包50402920 ,1,2200,0,无数据
5.65388E+11,Hugo Boss【BOSS】男士运动休闲修身版棉质短袖polo衫50374389 ,91,770,23,4.9
5.67623E+11,Hugo Boss【BOSS】男士运动休闲短袖polo衫50383818 ,20,550,4,5
5.73952E+11,Hugo Boss【Hugo】男士休闲版印花T恤50395380 ,15,630,6,5
5.69785E+11,Hugo Boss【BOSS】女士商务休闲条纹衬衫50390349 ,2,900,1,5
5.81726E+11,Hugo Boss【Hugo】男士斜跨包50402936 ,0,1450,0,无数据
5.77329E+11,Hugo Boss【BOSS】男士商务休闲旅行双肩背包50397281 ,0,4000,0,无数据
5.79698E+11,Hugo Boss【BOSS】男士商务休闲弹力棉内裤50377698 ,9,450,2,5
5.69781E+11,Hugo Boss【BOSS】男士舒适休闲水手领棉T恤50389364 ,70,560,18,4.7
5.56959E+11,Hugo Boss【BOSS】男士运动休闲短T恤50245195100 ,112,560,30,4.6
5.58639E+11,Hugo Boss【BOSS】男士商务长袖衬衫50260064410 ,6,1200,2,3
5.75629E+11,Hugo Boss【Hugo】女士喇叭裙摆连衣裙50396935 ,3,1960,0,无数据
5.81067E+11,Hugo Boss【Hugo】男士拉链手拿钱包50403042 ,0,1100,0,无数据
5.81985E+11,Hugo Boss【BOSS】男士商务休闲腰带50403017 ,1,1450,1,5
5.76414E+11,Hugo Boss【BOSS】男士商务休闲polo衫50391835 ,13,1080,3,5
5.82108E+11,Hugo Boss【BOSS】男士商务休闲条纹棉质短袖T恤50397991 ,0,1000,0,无数据
5.81977E+11,Hugo Boss【BOSS】男士舒适休闲衬衫50400696 ,1,1100,1,5
5.61561E+11,Hugo Boss【BOSS】男士商务休闲手拿包50324515 ,12,3400,7,5
5.74706E+11,Hugo Boss【BOSS】男士舒适休闲小鸟印花短袖T恤50393649 ,12,539,5,5
5.81712E+11,Hugo Boss【BOSS】男士运动休闲T恤50399475 ,0,1000,0,无数据
5.56899E+11,Hugo Boss 【BOSS】运动休闲男士短袖polo衫50326299 ,84,1100,30,5
5.68979E+11,Hugo Boss【BOSS】男士商务休闲夏日印花T恤50388531 ,23,462,4,4.2
5.81724E+11,Hugo Boss【BOSS】男士商务休闲腰带50402809 ,1,1650,0,无数据
5.83167E+11,Hugo Boss【BOSS】男士商务休闲双肩包50403368 ,0,5600,0,无数据
5.69604E+11,Hugo Boss【BOSS】男士运动休闲弹力棉混纺短裤50388669 ,10,810,3,4.3
5.73991E+11,Hugo Boss【BOSS】女士商务休闲意大利牛皮革拉链钱包50402716 ,4,1540,0,无数据
5.76984E+11,Hugo Boss【BOSS】女士商务休闲红色混纺漏斗领毛衣50392511 ,0,2580,0,无数据
5.81669E+11,Hugo Boss【BOSS】女士舒适休闲桑蚕丝波点连衣裙50399077 ,0,3100,0,无数据
5.79824E+11,Hugo Boss【Hugo】男士正装长裤50375293 ,3,2000,1,5
5.81067E+11,Hugo Boss【Hugo】男士反转logo华达呢公文包手拿包50402889 ,1,770,1,5
5.72528E+11,Hugo Boss【BOSS】男士商务休闲Signature系列牛皮公文包50390175 ,0,4320,0,无数据
5.56959E+11,Hugo Boss【BOSS】男士运动休闲短袖polo衫50326299410 ,77,1100,23,4.8
5.82227E+11,Hugo Boss【Hugo】男士休闲版长袖棉质衬衫50399784 ,0,1350,0,无数据
5.83649E+11,Hugo Boss【BOSS】男士商务休闲休闲版中腰牛仔裤50401447 ,0,1800,0,无数据
5.82578E+11,Hugo Boss【BOSS】男士商务休闲条纹桑蚕丝领带50406595 ,1,770,0,无数据
5.71594E+11,Hugo Boss【BOSS】男士商务休闲单肩包50390177 ,1,2580,0,无数据
5.81206E+11,Hugo Boss【BOSS】男士商务休闲短袖T恤50399363 ,0,1000,0,无数据
5.78114E+11,Hugo Boss【BOSS】男士运动休闲针织衫毛衣50391509 ,0,2200,0,无数据
5.6831E+11,Hugo Boss【BOSS】男士商务休闲短袖衬衫50388891 ,12,720,6,5
5.7083E+11,Hugo Boss【BOSS】男士商务休闲数码印花弹力棉短裤50388551 ,7,930,3,5
5.84121E+11,Hugo Boss【BOSS】男士商务休闲行李牌50403385 ,0,1100,0,无数据
5.82122E+11,Hugo Boss【BOSS】男士运动休闲针织长裤50399377 ,0,1450,0,无数据
5.75029E+11,Hugo Boss【Hugo】男士休闲衬衫50394008 ,9,1000,2,4.5
5.82714E+11,Hugo Boss【BOSS】男士舒适休闲弹力棉长裤50379152 ,0,660,0,无数据
5.68764E+11,Hugo Boss【Hugo】女士梭织条纹A字连衣裙50390838 ,1,1400,1,5
5.8167E+11,Hugo Boss【BOSS】男士舒适休闲修身版长裤50399242 ,0,1450,0,无数据
5.74434E+11,Hugo Boss【BOSS】男士商务休闲针织衫毛衣50378575 ,6,1700,3,5
5.72827E+11,Hugo Boss【BOSS】男士舒适休闲水手领混纺运动衫50378541 ,9,1350,5,5
5.81008E+11,Hugo Boss【BOSS】男士商务休闲弹力棉家居服T恤50379021 ,1,450,0,无数据
5.82216E+11,Hugo Boss【BOSS】男士商务休闲针扣腰带50402817 ,0,3900,0,无数据
5.7548E+11,Hugo Boss【BOSS】男士商务休闲弹力棉休闲长裤50394741 ,8,1550,2,5
5.82229E+11,Hugo Boss【Hugo】男士修身版棉质长袖衬衫50399878 ,0,1350,0,无数据
5.82814E+11,Hugo Boss【BOSS】男士舒适休闲T恤50404138 ,0,660,0,无数据
5.47014E+11,Hugo Boss【BOSS】男士商务素色衬衫 50308163 ,71,1200,19,5
5.8257E+11,Hugo Boss【BOSS】男士商务休闲修身版棉质长袖衬衫50399293 ,1,1450,0,无数据
5.81458E+11,Hugo Boss【BOSS】男士商务休闲对比色logo羊毛混纺短袜50392488 ,37,150,4,5
5.82244E+11,Hugo Boss【Hugo】男士休闲长裤裤50387539 ,0,1550,0,无数据
5.74694E+11,Hugo Boss【BOSS】男士商务休闲Signature系列旅行钱包50398668 ,1,2480,1,5
5.73812E+11,Hugo Boss【BOSS】男士商务休闲Formula ExBOSS合作款T恤50406439 ,13,630,3,3.6
5.74318E+11,Hugo Boss【BOSS】男士商务休闲LOGO短袖T恤50391355 ,9,700,1,5
5.79702E+11,Hugo Boss【BOSS】男士商务休闲两双装船袜50388442 ,32,160,10,5
5.73688E+11,Hugo Boss【BOSS】女士商务休闲半身裙50392860 ,6,1140,0,无数据
5.69703E+11,Hugo Boss【BOSS】男士商务休闲短袖衬衫50387529 ,13,810,3,5
5.74154E+11,Hugo Boss【BOSS】男士商务休闲斜纹棉布长裤50394794 ,10,2300,5,5
5.81725E+11,Hugo Boss【BOSS】男士商务休闲腰带50402810 ,0,1200,1,5
5.82093E+11,Hugo Boss【Hugo】男士常规版LOGO印花棉质卫衣运动衫50399633 ,0,1200,0,无数据
5.75264E+11,Hugo Boss【BOSS】男士商务休闲拉链式手提单肩公文包50390384 ,1,5600,0,无数据
5.41917E+11,Hugo Boss【BOSS】男士皮质金属logo徽章卡包 50311746 ,13,1000,5,5
5.819E+11,Hugo Boss【Hugo】男士针织长裤50402167 ,0,1450,0,无数据
5.75885E+11,Hugo Boss【BOSS】男士商务休闲针织衫毛衣50378575 ,8,1700,3,4.6
5.78092E+11,Hugo Boss【BOSS】男士商务休闲秀场款亨利领羊绒衫50403641 ,0,3600,0,无数据
5.81522E+11,Hugo Boss【Hugo】女士花卉图案低圆领上衣50398819 ,1,1140,0,无数据
5.46655E+11,Hugo Boss【BOSS】商务休闲男士皮质短钱包50311737001 ,27,1650,8,4.2
5.69373E+11,Hugo Boss【BOSS】男士商务休闲棉凸纹布polo衫50387509 ,16,660,8,5
5.81325E+11,Hugo Boss【Hugo】男士锥形版弹性腰带长裤50394193 ,0,1260,0,无数据
5.74041E+11,Hugo Boss【BOSS】男士运动休闲色块设计混纺毛衣50388273 ,2,2200,3,5
5.81519E+11,Hugo Boss【BOSS】男士舒适休闲T恤50399708 ,0,900,0,无数据
5.73976E+11,Hugo Boss【BOSS】男士商务休闲短袖T恤50394134 ,9,1260,4,5
5.80218E+11,Hugo Boss【Hugo】男士紧身版弹力牛仔裤50396008 ,0,1540,0,无数据
5.8223E+11,Hugo Boss【Hugo】男士修身版原子印花棉质衬衫50399896 ,0,1100,0,无数据
5.81256E+11,Hugo Boss【Hugo】男士裁片定位箔片印花短袖T恤50401834 ,3,770,0,无数据
5.83139E+11,Hugo Boss【BOSS】男士运动休闲常规版混纺长袖卫衣50398629 ,0,1550,0,无数据
5.68982E+11,Hugo Boss【BOSS】男士运动休闲口袋混色短袖T恤50396431 ,48,1100,20,4.8
5.80217E+11,Hugo Boss【BOSS】女士商务休闲正面褶裥长裤50396509 ,2,2000,0,无数据
5.81981E+11,Hugo Boss【Hugo】男士T恤50401962 ,1,660,0,无数据
5.84121E+11,Hugo Boss【BOSS】男士商务休闲乐福鞋50404170 ,0,4300,0,无数据
5.80392E+11,Hugo Boss【BOSS】男士商务休闲两条混色装平角内裤50325788 ,3,360,0,无数据
5.726E+11,Hugo Boss【BOSS】男士商务休闲衬衫50391420 ,7,1080,0,无数据
5.81868E+11,Hugo Boss【BOSS】女士商务休闲针织衫50402642 ,0,2200,0,无数据
5.8282E+11,Hugo Boss【HUGO】男士短袖衬衫50405620 ,0,1100,0,无数据
5.8198E+11,Hugo Boss【HUGO】男士T恤50401950 ,0,770,0,无数据
5.76692E+11,Hugo Boss【BOSS】男士商务休闲公文包手拿包50390387 ,1,2600,0,无数据
5.8178E+11,Hugo Boss【BOSS】男士商务休闲polo衫50303542 ,0,1000,0,无数据
5.74436E+11,Hugo Boss【BOSS】男士商务休闲V领针织衫毛衣50378576 ,8,1700,1,5
5.80712E+11,Hugo Boss【BOSS】男士商务休闲手工抛光金属袖扣50403040 ,1,1000,0,无数据
5.79822E+11,Hugo Boss【BOSS】男士商务休闲混纺三角内裤50377692 ,12,280,3,4.6
5.81323E+11,Hugo Boss【BOSS】男士商务休闲弹力棉家居服短裤50379158 ,5,450,2,5
5.77386E+11,Hugo Boss【HUGO】女士束腰带针织直筒连衣长裙50392415 ,0,1960,0,无数据
5.81522E+11,Hugo Boss【BOSS】男士商务休闲内裤50393071 ,4,224,1,5
5.82035E+11,Hugo Boss【Hugo】男士正装羊毛长裤50401120 ,0,2000,0,无数据
5.82705E+11,Hugo Boss【BOSS】男士商务休闲修身版棉质短袖T恤50398165 ,0,1200,0,无数据
5.78315E+11,Hugo Boss【BOSS】女士舒适休闲心形植绒印花V字领T恤衫50396121 ,1,539,0,无数据
5.83167E+11,Hugo Boss【BOSS】男士商务休闲手拿包50403358 ,0,3400,0,无数据
5.82513E+11,Hugo Boss【BOSS】男士商务休闲弹力棉中腰四角紧身内裤50325764 ,1,272,1,5
5.8328E+11,Hugo Boss【BOSS】女士商务休闲常规版西装50400528 ,0,4500,0,无数据
5.74333E+11,Hugo Boss【BOSS】男士商务休闲意大利牛皮革拉链钱包50390389 ,0,2800,1,5
5.83143E+11,Hugo Boss【HUGO】女士商务休闲西装50401443 ,0,3900,0,无数据
5.78099E+11,Hugo Boss【BOSS】男士商务休闲折叠钱包50397443 ,0,1320,0,无数据
5.80714E+11,Hugo Boss【BOSS】女士商务休闲平纹单面针织布上衣50402478 ,0,1000,0,无数据
5.68888E+11,Hugo Boss【BOSS】男士运动休闲logo的水手领短袖T恤50389696 ,108,660,22,4.8
5.76656E+11,Hugo Boss【Hugo】女士双色蕾丝铅笔半身裙50396603 ,2,1200,0,无数据
5.66012E+11,Hugo Boss【Hugo】男士常规版双面棉长袖套头卫衣运动衫50310522 ,5,1100,3,5
5.81061E+11,Hugo Boss【BOSS】男士商务休闲logo腰带直筒平角内裤50400798 ,7,300,3,5
5.78137E+11,Hugo Boss【Hugo】女士山峰提花圆翻领毛衣50392395 ,0,1260,0,无数据
5.77916E+11,Hugo Boss【BOSS】男士商务休闲T恤50387423 ,0,1650,0,无数据
5.6946E+11,Hugo Boss【BOSS】男士商务休闲斜纹棉布短裤50388520 ,4,870,0,无数据
5.69457E+11,Hugo Boss【BOSS】男士商务休闲长款钱包票夹50390178 ,2,1860,0,无数据
5.73594E+11,Hugo Boss【BOSS】女士舒适休闲条纹衬衫50392262 ,3,945,1,5
5.69375E+11,Hugo Boss【HUGO】女士和服风绣有小鸟图案裹身裙50390684 ,0,1950,0,无数据
5.65464E+11,Hugo Boss【Hugo】对比式边缘棉方巾口袋巾50386916 ,17,280,6,4.8
5.77339E+11,Hugo Boss【BOSS】男士商务休闲商务袜50388447 ,15,150,3,5
5.7503E+11,Hugo Boss【BOSS】男士商务休闲长款钱包50397452 ,0,2480,0,无数据
5.71752E+11,Hugo Boss【Hugo】女士黑色牛仔裤50389385 ,1,900,0,无数据
5.7492E+11,Hugo Boss【BOSS】女士舒适休闲侧缝镶边长裤50395914 ,0,1260,0,无数据
5.74582E+11,Hugo Boss【BOSS】男士商务休闲针扣腰带50398211 ,1,2200,1,5
5.76641E+11,Hugo Boss【BOSS】男士商务休闲LOGO短袖T恤50391355 ,1,700,0,无数据
5.74549E+11,Hugo Boss【BOSS】男士舒适休闲修身版长裤50379152 ,5,1100,2,5
5.69781E+11,Hugo Boss【BOSS】女士商务休闲褶皱衣领女士衬衫50390355 ,3,1100,0,无数据
5.82153E+11,Hugo Boss【BOSS】女士舒适休闲V领针织衫50402573 ,1,2200,0,无数据
5.81384E+11,Hugo Boss【BOSS】女士舒适休闲心形印花绉绸连衣裙50395908 ,0,2170,0,无数据
5.80842E+11,Hugo Boss【BOSS】男士商务休闲手工抛光金属胸针50403077 ,1,900,1,5
5.66402E+11,Hugo Boss【BOSS】男士商务休闲短袜50310410 ,8,150,1,5
5.82817E+11,Hugo Boss【BOSS】女士商务休闲常规版长款长袖连衣裙50402315 ,0,3700,0,无数据
5.72936E+11,Hugo Boss【BOSS】女士商务休闲中长款大衣外套50401510 ,0,5600,0,无数据
5.7482E+11,Hugo Boss【BOSS】女士舒适休闲对比色条纹V字领毛衣50391776 ,3,1260,0,无数据
5.72831E+11,Hugo Boss【BOSS】女士舒适休闲立领牛仔外套50392826 ,0,1960,0,无数据
5.81978E+11,Hugo Boss【BOSS】女士商务休闲羊皮革手提包50402910 ,0,7800,0,无数据
5.69328E+11,Hugo Boss【BOSS】男士商务休闲卡包票夹50390192 ,0,660,0,无数据
5.7665E+11,Hugo Boss【BOSS】男士舒适休闲运动衫毛衣50378541 ,3,1350,1,5
5.81974E+11,Hugo Boss【BOSS】女士舒适休闲牛仔短裙50400404 ,0,1550,0,无数据
5.76887E+11,Hugo Boss【Hugo】女士休闲版蝴蝶结袖口运动衫卫衣T恤50396177 ,1,945,0,无数据
5.75303E+11,Hugo Boss【BOSS】女士商务休闲压花牛皮革折叠钱包50397703 ,0,1540,0,无数据
5.71641E+11,Hugo Boss【BOSS】男士运动休闲压花logo短袖运动衫50388682 ,1,930,1,5
5.77383E+11,Hugo Boss【BOSS】女士舒适休闲侧缝镶边中腰长裤50395914 ,0,1260,1,5
5.71249E+11,Hugo Boss【BOSS】女士商务休闲无袖礼服连衣裙50390303 ,0,2500,0,无数据
5.65969E+11,Hugo Boss【BOSS】女士商务休闲牛皮革腰带50386397 ,1,1350,0,无数据
5.82104E+11,Hugo Boss【Hugo】男士时尚牛皮革卡包50403052 ,1,770,1,5
5.76884E+11,Hugo Boss【BOSS】女士商务休闲拉绳腰带弹力中腰长裤50396120 ,0,2000,0,无数据
5.74819E+11,Hugo Boss【BOSS】女士舒适休闲细条纹阔腿牛仔裤50392919 ,2,1155,0,无数据
5.78035E+11,Hugo Boss【BOSS】男士商务休闲印花T恤50390722 ,0,2200,0,无数据
5.7708E+11,Hugo Boss【Hugo】女士蝴蝶结束带迷你中腰针织半身裙50396193 ,2,770,0,无数据
5.72828E+11,Hugo Boss【BOSS】女士商务休闲弹力棉男友风衬衫50400546 ,1,1900,0,无数据
5.68983E+11,Hugo Boss【BOSS】女士商务休闲皮革腰带50386397 ,0,1350,0,无数据
5.43488E+11,Hugo Boss【BOSS】男士竖款牛皮票卡钱包 50311745 ,1,3400,0,无数据
5.72832E+11,Hugo Boss【Hugo】女士花色连衣裙50398849 ,0,3150,0,无数据
5.80844E+11,Hugo Boss【BOSS】男士商务休闲珐琅小猪装饰钥匙扣50403390 ,0,900,0,无数据
5.82239E+11,Hugo Boss【Hugo】女士漏斗领中长款针织衫50401353 ,0,1350,0,无数据
5.8224E+11,Hugo Boss【Hugo】女士印花短袖T恤针织衫50401174 ,1,660,1,5
5.81672E+11,Hugo Boss【Hugo】女士长款衬衫50400980 ,0,1550,0,无数据
5.81326E+11,Hugo Boss【Hugo】女士针织镶饰休闲版光泽面料长裤50396592 ,0,1320,0,无数据
5.69477E+11,Hugo Boss【Hugo】女士压花反转logo休闲版毛衣50389411 ,2,775,1,5
5.46987E+11,Hugo Boss【BOSS】男士商务衬衫 50260064 ,95,1200,31,5
5.69476E+11,Hugo Boss【BOSS】男士商务休闲修身版棉质衬衫50389196 ,6,1200,3,5
5.77451E+11,Hugo Boss【BOSS】男士商务休闲商务袜50388440 ,35,150,10,4.6
5.7503E+11,Hugo Boss【BOSS】男士商务休闲钱包卡包50397429 ,0,880,0,无数据
5.80392E+11,Hugo Boss【BOSS】女士舒适休闲桑蚕丝花色衬衫50392237 ,0,1330,0,无数据
5.7722E+11,Hugo Boss【BOSS】男士商务休闲商务袜50388448 ,14,150,2,5
5.69067E+11,Hugo Boss【BOSS】男士舒适休闲短袖polo衫50389218 ,16,1000,4,5
5.83145E+11,Hugo Boss【HUGO】女士常规版中腰迷你半身裙短裙50401016 ,0,1900,0,无数据
5.69477E+11,Hugo Boss【BOSS】男士商务休闲皮革手链50390611 ,2,1800,2,5
5.81977E+11,Hugo Boss【BOSS】女士舒适休闲针织衫50400754 ,0,890,0,无数据
5.71407E+11,Hugo Boss【BOSS】男士舒适休闲弹力棉短裤50389608 ,18,1100,6,5
5.69602E+11,Hugo Boss【BOSS】男士商务休闲意大利粒面革皮夹式钱包50390402 ,1,1450,1,5
5.69604E+11,Hugo Boss【Hugo】女士混纺中腰长裤50380833 ,4,1000,0,无数据
5.81866E+11,Hugo Boss【BOSS】女士舒适休闲长裤50400735 ,0,1800,0,无数据
5.74431E+11,Hugo Boss【BOSS】女士商务休闲折叠钱包50402777 ,0,1900,0,无数据
5.81707E+11,Hugo Boss【Hugo】女士长裤50401370 ,0,2000,0,无数据
5.7526E+11,Hugo Boss【BOSS】女士商务休闲牛皮革单肩包手拿包50397706 ,0,2590,0,无数据
5.71164E+11,Hugo Boss【BOSS】女士商务休闲铆钉装饰皮革腰带50390430 ,0,1350,0,无数据
5.64824E+11,Hugo Boss【BOSS】男士商务休闲短袜50310419 ,33,150,6,5
5.66207E+11,Hugo Boss【BOSS】男士商务休闲短袜50272236 ,52,140,9,4
5.70931E+11,Hugo Boss【BOSS】女士商务休闲托特包50390699 ,0,4200,0,无数据
5.69783E+11,Hugo Boss【BOSS】男士商务休闲意大利粒面革六卡槽卡包50390405 ,3,1000,1,5
5.74431E+11,Hugo Boss【BOSS】女士商务休闲钱包50397713 ,0,2170,0,无数据
5.73856E+11,Hugo Boss【Hugo】女士花卉印花衬衫50397564 ,0,1260,0,无数据
5.77033E+11,Hugo Boss【BOSS】女士舒适休闲桑蚕丝吊带背心50395006 ,0,1085,0,无数据
